BTPBH,Paro
CLNQN,Ñiquén
CLNOG,Nogales
CLNOS,Nos
CLNAL,Nueva Aldea
CLNIM,Nueva Imperial
CLNUN,Ñuñoa
CLOHI,O'Higgins
CLOLI,Olivar
CLOLL,Ollagüe
CLOLM,Olmué
CLZOS,Osorno
CLOVL,Ovalle
CLPHU,Padre Hurtado
CLPLC,Padre Las Casas
CLPAI,Paiguano
CLPAO,Paillaco
CLPNE,Paine
CLPAL,Palena
CLPMA,Palmilla
CLPAN,Panguipulli
CLPQH,Panquehue
CLPAP,Papudo
CLPAR,Paredones
CLPGA,Pargua
CLPRL,Parral
CLAON,Paso Abra Oriente de Napa/Pica
CLAGN,Paso Agua Negra-Juntas de Toro/Vicuña
CLCSA,Paso Cardenal A. Samoré/Puyehue
CLCAI,Paso Carirriñe/Panguipulli
CLCGA,Paso Chungará-Tambo Quemado/Putre
CLCOP,Paso Colchane-Pisiga/Colchane
CLCCD,Paso Concordia-Chacalluta/Arica
CLCIQ,Paso Coyhaique/Coyhaique
CLLIB,Paso Cristo Redentor-Los Libertadores/Los Andes
CLDOR,Paso Dorotea/Puerto Natales
CLFTF,Paso Futaleufú/Futaleufú
CLHIT,Paso Hito Cajón/San Pedro de Atacama
CLHHM,Paso Hua Hum/Panguipulli
CLHLS,Paso Huemules-Balmaceda/Coyhaique
CLICA,Paso Icalma/Lonquimay
CLINI,Paso Ingeniero Ibáñez Pallavicini/Río Ibáñez
CLIAU,Paso Integración Austral-Monte Aymond/San Gregorio
CLJAM,Paso Jama/San Pedro de Atacama
CLLOH,Paso Lago O'Higgins/O'Higgins
CLCVJ,Paso Laurita Casas Viejas/Puerto Natales
CLMML,Paso Mamuil Malal-Puesco/Currarehue
CLOLA,Paso Ollagüe/Ollagüe
CLPAM,Paso Pampa Alta (Puesto Viejo)/Coyhaique
CLPEH,Paso Pehuenche/San Clemente
CLPIA,Paso Pichachén/Antuco
CLPAA,Paso Pino Hachado/Lonquimay
CLPIG,Paso Pircas Negras/Tierra Amarilla
CLPIU,Paso Piuquenes/San José de Maipo
CLRBL,Paso Río Bellavista/Timaukel
CLRDG,Paso Río Don Guillermo/Torres del Paine
CLRIE,Paso Río Encuentro/Palena
CLRFA,Paso Río Frías Appeleg/Cisnes
CLRIJ,Paso Río Jeinimeni/Chile Chico
CLRIM,Paso Río Mayer/O'Higgins
CLRMO,Paso Río Mosco/O'Higgins
CLROB,Paso Roballos/Cochrane
CLFCO,Paso San Francisco/Tierra Amarilla
CLSSB,Paso San Sebastián/Porvenir
CLSIC,Paso Sico/San Pedro de Atacama
CLSOC,Paso Socompa/Antofagasta
CLTRI,Paso Triana/Coyhaique
CLVPR,Paso V. Pérez Rosales-Peulla/Puerto Varas
CLVER,Paso Vergara-San Pedro/Romeral
CLVIS,Paso Visviri/Putre
CLPTI,Patillos
CLPCK,Pecket
CLPAC,Pedro Aguirre Cerda
CLPDV,Pedro de Valdivia
CLPEL,Pelarco
CLPLE,Pelequén
CLPLH,Pelluhue
CLPEM,Pemuco
CLPFL,Peñaflor
CLPLN,Peñalolén
CLPEN,Pencahue
CLPEO,Penco
CLPER,Peralillo
CLPQC,Perquenco
CLPET,Petorca
CLPEU,Peumo
CLPIC,Pica
CLPDH,Pichidegua
CLPLM,Pichilemu
CLPDM,Pidima
CLPIN,Pinto
CLPIR,Pirque
CLPIS,Pisagua
CLPIT,Pitrufquén
CLPLA,Placilla
CLPLL,Placilla
CLPAQ,Placilla - Valparaiso
CLPOR,Portezuelo
CLPVR,Porvenir
CLWPR,Porvenir Apt
CLPOS,Posesión
CLPOZ,Pozo Almonte
CLPRI,Primavera
CLPRO,Providencia
CLPCI,Puchuncaví
CLPUC,Pucón
CLZPC,Pucón Apt
CLPUD,Pudahuel
CLPTA,Puente Alto
CLPNG,Puente Negro
CLWPA,Puerto Aisén
CLPAG,Puerto Angamos
CLPSN,Puerto Aysen
CLPCH,Puerto Chacabuco
CLCIS,Puerto Cisnes
CLEDE,Puerto Edén
CLPMC,Puerto Montt
CLPNT,Puerto Natales
CLPOC,Puerto Octay
CLPAT,Puerto Patache
CLPPY,Puerto Percy
CLPVS,Puerto Varas
CLWPU,Puerto Williams
CLPUM,Pumanque
CLPUN,Punitaqui
CLPUQ,Punta Arenas
CLPTC,Punta Chungo
CLPPD,Punta Padrones
CLPPC,Punta Patache
CLPQD,Puqueldón
CLPUR,Purén
CLPRQ,Purranque
CLPTO,Putaendo
CLPUT,Putre
CLPYH,Puyehue
CLQLN,Queilén
CLPTE,Quellón (Puerto Quellón)
CLQUV,Quellón Viejo
CLQMC,Quemchi
CLQLA,Quilaco
CLQUI,Quilicura
CLQLO,Quilleco
CLQIN,Quillón
CLQTA,Quillota
CLQIL,Quilpué
CLQCO,Quinchao
CLQDT,Quinta de Tilcoco
CLQNO,Quinta Normal
CLQTV,Quintero
CLQRH,Quirihue
CLQRC,Rancagua
CLRAN,Ránquil
CLRAP,Rapel
CLRAF,Rauco
CLRAU,Rauco
CLREC,Recoleta
CLRNO,Renaico
CLREN,Renca
CLRGO,Rengo
CLREQ,Requínoa
CLRET,Retiro
CLRIN,Rinconada de Los Andes
CLRBU,Río Bueno
CLRCL,Río Claro
CLRIB,Río Ibáñez
CLRNE,Río Negro
CLRVE,Río Verde
CLRSD,Rocas de Santo Domingo
CLROM,Romeral
CLROS,Rosario
CLSAA,Saavedra
CLSAF,Sagrada Familia
CLSAL,Salamanca
CLSAI,San Antonio
CLSBD,San Bernardo
CLSCR,San Carlos
CLSCT,San Clemente
CLSES,San Esteban
CLSFN,San Fabián
CLSFP,San Felipe
CLSFD,San Fernando
CLMOS,San Francisco de Mostazal
CLSGR,San Gregorio
CLSIN,San Ignacio
CLSJV,San Javier
CLSJQ,San Joaquín
CLSJM,San José de Maipo
CLSJC,San Juan de la Costa
CLSMG,San Miguel
CLSNI,San Nicolás
CLSPB,San Pablo
CLSPE,San Pedro
CLSPA,San Pedro de Atacama
CLSPP,San Pedro de la Paz
CLSRA,San Rafael
CLSRM,San Ramón
CLSRO,San Rosendo
CLSVT,San Vicente
CLSVE,San Vicente
CLSTT,San Vicente de Tagua Tagua
CLSBA,Santa Bárbara
CLSCZ,Santa Cruz
CLSJU,Santa Juana
CLSMA,Santa María
CLSCL,Santiago
CLSDO,Santo Domingo
CLSIG,Sierra Gorda
CLTLG,Talagante
CLTLX,Talca
CLTAL,Talcahuano
CLTTC,Taltal
CLTAA,Tamentica
CLZCO,Temuco
CLTEN,Teno
CLTEO,Teodoro Schmidt
CLTAM,Tierra Amarilla
CLTIL,Tiltil
CLTIM,Timaukel
CLTIR,Tirúa
CLTOQ,Tocopilla
CLTOL,Toltén
CLTOM,Tomé
CLTON,Tongoy
CLTDP,Torres del Paine
CLTOR,Tortel
CLTRA,Traiguén
CLTRE,Treguaco
CLTPI,Tres Pinos
CLTPT,Tres Puentes
CLTUC,Tucapel
CLZAL,Valdivia
CLVLR,Vallenar
CLVAP,Valparaiso
CLVEN,Ventanas
CLVNT,Ventanas
CLVCQ,Vichuquén
CLZIC,Victoria
CLVIC,Vicuña
CLVCN,Vilcún
CLVAG,Villa Alegre
CLVIA,Villa Alemana
CLVIL,Villarrica
CLVLC,Viluco
CLKNA,Viña del Mar
CLVIT,Vitacura
CLYBU,Yerbas Buenas
CLYUM,Yumbel
CLYUN,Yungay
CLZAP,Zapallar
CLZFI,Zona Franca de Iquique
LOCODE,Name
VEAGV,Acarigua
VEADV,Agua de Vaca
VEAMY,Amuay
VEAAO,Anaco
VEAGU,Aragua de Barcelona
VEARR,Araira
VEAUR,Araure
VEARA,Araya
VEBAV,Bachaquero/Maracaibo L
VEBJV,Bajo Grande/Maracaibo L
VEBLA,Barcelona
VEBNS,Barinas
VEBRM,Barquisimeto
VEMI6,Baruta
VEBOC,Boca Grande
VEBOR,Borburata
VECBS,Cabimas/Maracaibo L
VECRD,Cabudare
VECGA,Cagua
VECXA,Caicara de Orinoco
VECLZ,Calabozo
VECAJ,Canaima
VECUA,Cantaura
VECAB,Carabobo
VECCS,Caracas
VECAR,Caripito
VEVCR,Carora
VECAL,Carrizal
VECUP,Carupano
VECUV,Casigua
VECLM,Catia La Mar
VEJCH,Chaguaramas
VECHA,Charallave
VECHV,Chichiriviche
VECHQ,Chiquinquirá
VECHC,Chivacoa
VECBL,Ciudad Bolívar
VECGU,Ciudad Guayana
VECOL,Coloncha
VEAGX,Colonia Tovar
VECZE,Coro
VECRI,Cristobal
VECUU,Cua
VECUM,Cumana
VECUR,Curazaito
VEDUA,Duaca
VELME,Ejido
VEECL,El Cafetal
VEELC,El Chaure
VEECJ,El Consejo
VEEOR,El Dorado
VEEGU,El Guamache
VEEHT,El Hatillo
VEELJ,El Jose
VEEJT,El Junquito
VEELP,El Palito
VEEPL,El Pinal
VEEPY,El Playon
VEESB,El Sombrero
VEETV,El Tablazo/Maracaibo L
VEELX,El Tigre
VEETC,El Tocuyo
VEVIG,El Vigia
VEEOZ,Elorza
VEFDM,Fila de Mariches
VEGCR,Guacara
VEDG8,Guanadito
VEGUQ,Guanare
VEGUT,Guanta
VEGUO,Guaracarumbo
VEGGU,Guaraguao
VEGUA,Guaranao
VEGUB,Guaranao Bay
VENAS,Guarenas
VEGDO,Guasdualito
VEGTM,Guatire
VEGUI,Guiria
VEHIE,Higuerote
VEICA,Icabarú
VEIND,Independencia
VEIDM,Isla de Margarita
VEJMV,José Maria Vargas
VEJOT,Jose Terminal
VEKTV,Kamarata
VEKAV,Kanavayén
VELSN,La Asuncion
VELCV,La Ceiba/Maracaibo L
VEENC,La Encrucijada
VELEC,La Estacada
VELFR,La Fria
VELAG,La Guaira
VELML,La Miel
VELMT,La Morita
VERIN,La Rinconada
VELSV,La Salina/Maracaibo L
VEOLT,La Trinidad
VELVL,La Vela de Coro
VELAV,La Victoria
VEVIL,La Villa
VELAY,La Yaguara
VELGY,Lagunillas
VELAM,Lama
VELMA,Las Morochas
VELSP,Las Piedras
VELTE,Las Tejerias
VELAS,Los Anaucos
VELDC,Los Dos Cominos
VELGU,Los Guayos
VELNA,Los Naranjeros
VELPJ,Los Pijiguaos
VELRV,Los Roques
VELTQ,Los Teques
VEMAI,Maiquetía
VEMTC,Mantecal
VEMAR,Maracaibo
VEMYC,Maracay
VEMGT,Margarita
VEMAA,Mariara
VEMTV,Matanzas
VEMUN,Maturin
VEMMR,Mene de Mauroa
VEMRD,Mérida
VEMOR,Morón
VENIR,Nirgua
VEOCU,Ocumare
VEODT,Ocumare del Tuy
VEPMR,Palmarejo/Maracaibo L.
VEPTM,Palmarito
VEPLA,Palúa
VEPAM,Pamatacual
VEPMP,Pampatar
VEPCT,Paracotos
VEPAR,Paradero
VEPRC,Paraguana Refinery Center
VEPPH,Parai-tepuí
VEPDZ,Pedernales
VEPRG,Pertigalete
VEPTZ,Petrozuata
VEPMV,Porlamar
VEPYH,Puerto Ayacucho
VEPBL,Puerto Cabello
VEPCO,Puerto Carenero
VECMR,Puerto Cumarebo
VEPHO,Puerto de Hierro
VEPCZ,Puerto La Cruz
VEMIV,Puerto Miranda/Maracaibo L.
VEPZO,Puerto Ordaz
VEPPZ,Puerto Páez
VEPPT,Puerto Piritu
VEPSU,Puerto Sucre
VEPCA,Punta Camacho
VEPCN,Punta Cardón
VEPCU,Punta Cuchillo
VEPDM,Punta de Mata
VEPLV,Punta de Palmas
VEPPD,Punta de Piedra
VEPPS,Punta de Piedras
VEPFI,Punto Fijo
VEQAA,Quanta
VEQUI,Quibor
VESDP,Sabana de Parra
VESAG,Sabana Grande
VESVZ,San Antonio
VEANT,San Antonio de Los Altos
VESAT,San Antonio del Táchira
VESCA,San Carlos
VESAC,San Casimiro
VESCI,San Cristobal
VESDO,San Diego
VESDC,San Diego de Cabrutica
VESNF,San Felipe
VESFX,San Félix
VESFD,San Fernando de Apure
VESFY,San Francisco de Yare
VESJQ,San Joaquín
VESJG,San José de Guanipa
VESJM,San Juan de los Morros
VESLV,San Lorenzo/Maracaibo L
VESVV,San Salvador de Paul Apt
VESOM,San Tome
VESBB,Santa Barbara
VESCM,Santa Cruz de Mara
VESTB,Santa Cruz del Zulia
VESCR,"Santa Cruz, Aragua"
VESNV,Santa Elena
VESEU,Santa Elena de Uairén
VESAR,Santa Rita
VEZU7,Santa Rita
VESAA,Santa Teresa Miranda
VESTD,Santo Domingo
VEUPT,Scotland
VESBR,Seboruco
VETAM,Tamare
VETJV,Tia Juana/Maracaibo L
VETIN,Tinaquillo
VETNR,Trentino
VETRO,Trujillo
VETUV,Tucupita
VETMO,Tumeremo
VETEN,Turen
VETUR,Turiamo
VEAR2,Turmero
VEYUR,Ureña
VEURM,Uriman
VEVLN,Valencia
VEVLV,Valera
VEVDP,Valle de Pascua
VE9VA,Vargas
VEVDC,Villa de Cura
VEWOK,Wonken
LOCODE,Name
ASAPI,Apia
ASFTI,Fitiuta
ASOFU,Ofu
ASPPG,Pago Pago
ASTAV,Tau
LOCODE,Name
AEABU,Abu al Bukhoosh
AEAUH,Abu Dhabi
AEAMU,Abu Musa
AEARP,Ahmed Bin Rashid Port
AEAJM,Ajman
AEAAN,Al Ain
AEALB,Al Barsha
AEDHF,Al Dhafra
AEFJR,Al Fujayrah
AEHAM,Al Hamriyah
AEJAZ,Al Jazeera Port
AEAJP,Al Jeer Port
AEDBI,Al Mafraq
AEALQ,Al Quoz
AEALS,Al Sufouh
AERUW,Ar Ruways
AEARZ,Arzanah Island
AEDAS,Das Island
AEDER,Deira
AEDBP,Dibba
AEDXB,Dubai
AEDWC,Dubai World Central Apt
AEEND,Esnnad
AEFAT,Fateh Terminal
AEFRP,Free Port
AEHAB,Habshan
AEHIL,Hail
AEHZP,Hamriya Free Zone Port
AEHSN,Hassyan
AEHAT,Hatta
AEHTL,Hulaylah Terminal
AEIND,Indooroodilly
AEJEA,Jebel Ali
AEQWE,Jebel Ali Free Zone
AEJED,Jebel Dhanna
AEJYH,Jumayrah
AEKLB,Kalba
AEKHA,Khalidia
AEKLF,Khor al Fakkan
AEMAS,Masfut
AEMKH,Mina Khalid
AEKHL,Mina Khalifa/Abu Dhabi
AEMRP,Mina Rashid Port
AEMSA,Mina Saqr
AEMZD,Mina Zayed/Abu Dhabi
AENHD,Minhad
AERFA,Mirfa
AEMUB,Mubarek Terminal
AEMBS,Mubarras Island
AEFMZ,Musafa
AEAMF,Mussafah
AEOFJ,Offshore Fujairah
AEPRA,Port Rashid
AERKP,Rak Khor Port
AERMC,Rak Maritime City
AERKT,Ras al Khaimah
AERAK,Ras Al Khor
AEDUY,Ras Zubbaya (Ras Dubayyah)
AEREI,Reem Island
AE,Ruwais = Ar Ruways
AERWP,Ruwais Port
AESID,Sadiyat Island
AESHJ,Sharjah
AESIL,Sila
AESRT,Stevin Rock
AESWE,Swaihan
AEDUJ,The Palm Jumeirah
AEULR,Umm Al Nar
AEQIW,Umm al Quwain
AEVHT,Vopak Horizion Terminal
AEYAS,Yas Island
AEZUR,Zirku Island
LOCODE,Name
TZICD,African Inland Container Depot
TZARK,Arusha
TZBAB,Babati
TZBHO,Biharamulo
TZBKZ,Bukoba
TZDAR,Dar es Salaam
TZDOD,Dodoma
TZGIT,Geita
TZIKW,Ikwiriri
TZIRI,Iringa
TZISK,Isaka
TZKBG,Kabanga
TZKAG,Kagera
TZKHM,Kahama
TZKSL,Kasulu
TZKIB,Kibaha
TZKBD,Kibondo
TZKDT,Kidatu
TZTKQ,Kigoma
TZJRO,Kilimanjaro
TZKIY,Kilwa
TZKIK,Kilwa Kivinje
TZKIM,Kilwa Masoko
TZKSS,Kisesa
TZKIT,Kitagata
TZKRG,Korogwe
TZKUR,Kurasini
TZLKY,Lake Manyara
TZLDI,Lindi
TZLUY,Lushoto
TZMFA,Mafia
TZMBK,Makumbako
TZMGK,Malagarasi
TZMRN,Marungu
TZXMI,Masasi
TZMBI,Mbeya
TZMIC,Michiuja
TZMIK,Mikindani
TZMKM,Mikumi
TZMKO,"Mkokotoni, Zanzibar"
TZMLB,Mlimba
TZMOH,Mohoro
TZMRG,Morogoro
TZMSH,Moshi
TZMPA,Mpanda
TZMTS,Mtsora
TZMYW,Mtwara
TZMUZ,Musoma
TZMTK,Mutukula
TZMWN,Mwadui
TZMWZ,Mwanza
TZNCH,Nachingwea
TZJOM,Njombe
TZNZG,Nzega
TZPAN,Pangani
TZPMA,Pemba
TZRIJ,Rijiju
TZSAM,Samanga
TZSAJ,Sanya Juu
TZSEU,Seronera
TZSHY,Shinyanga
TZSHI,Shirati
TZSGD,Singida
TZSGX,Songea
TZSUT,Sumbawanga
TZTBO,Tabora
TZTGT,Tanga
TZTUN,Tunduna
TZWHA,Wesha
TZYOB,Yombo
TZZNZ,Zanzibar
LOCODE,Name
PYARE,Aregua
PYAYE,Arroyos y Esteros
PYASU,Asunción
PYAYO,Ayolas
PYBFA,Bahia Negra
PYBCM,Barrio Caacupé Mí
PYBVT,Bella Vista
PYBAL,Benjamin Aceval
PYCAA,Caacupé
PYGGU,Caaguazu
PYCAC,Calera Cue
PYCCP,Capiata
PYCRG,Caraguatay
PYCAL,Carlos Antonio Lopez
PYCDP,Carmen del Paraná
PYAGT,Ciudad del Este
PYCTT,Colonia Catuete
PYMRA,Colonia Mariano Roque Alonso
PYCND,Colonia Neuland
PYCNP,Concepción
PYCOO,Coronel Oviedo
PYENO,Encarnación
PYELP,Estancia Loma Pyta
PYWQA,Eusebio Ayala
PYFNX,Fenix
PYFLM,Filadelfia
PYFRM,Fram
PYFUO,Fuerte Olimpo
PYGUA,Guarambare
PYHER,Hernandarias
PYHHU,Hohenau
PYITE,Ita Enramada
PYITA,Itacurubi
PYITC,Itacurubi
PYTPT,Itapua Poty
PYCIG,Itaugua
PYIUB,Iturbe
PYJEE,J. E. Estigarribia
PYJFC,José Falcón
PYKTT,Katuete
PYLPZ,La Paz
PYLAM,Lambare
PYLPO,Limpio
PYMPT,Loma Plata
PYLUQ,Luque
PYESG,Mariscal Estigarribia
PYINF,Mayor Infante Rivarola
PYMIN,Minga Guazu
PYTQU,Nemby
PYNES,Nueva Esperanza
PYOBP,Obligado
PYPJC,Pedro Juan Caballero
PYPIL,Pilar
PYJPF,Presidente Franco
PYPAN,Puerto Antequera
PYPGU,Puerto Guarani
PYPCJ,Puerto la Victoria
PYPBT,Puerto Leda
PYPPS,Puerto Pinasco
PYPSJ,Puerto San José
PYPSA,Puerto Sara
PYCAN,Salto del Guairá
PYSBT,San Alberto
PYSAN,San Antonio
PYSJE,San José
PYSLO,San Lorenzo
PYPYS,San Pedro de Ycuamandiyu
PYSPP,San Pedro del Paraná
PYSYG,San Ygnacio
PYJSR,Santa Rita
PYSRM,Santa Rosa del Monday
PYTER,Terport (San Antonio)
PYTBA,Tobati
PYTND,Trinidad
PYVMI,Vallemi
PYVEL,Villa Elisa
PYVFL,Villa Florida
PYVHS,Villa Hayes
PYVLR,Villarrica
PYVLL,Villeta
PYY2U,Ybycui
PYYCI,Ypacarai
PYYPE,Ypane
LOCODE,Name
NGQAX,Aba
NGABA,Abakaliki
NGAKA,Abeokuta
NGABF,Abo
NGABO,Abonnema
NGABV,Abuja
NGAKE,Adekunle
NGADO,Ado
NGADD,Ado Odo
NGABM,Agbami
NGAGB,Agbara
NGAGJ,Agboju
NGAGG,Agege
NGAGD,Aguda
NGQJK,Ajaokuta
NGAKK,Akoko
NGAKP,Akpo
NGAKR,Akure
NGALA,Alaba
NGASH,Alimosho
NGAMI,Amaruru Ikeduru
NGMKP,Amukpe
NGANW,Amuwo
NGANB,Anambra
NGANT,Anta
NGANA,Antan
NGAPP,Apapa
NGASA,Asaba
NGASO,Asokoro
NGACH,Auchi
NGAWA,Awka
NGQCT,Bacita
NGBAD,Badagri
NGBKA,Bakana
NGBLG,Balogun
NGBAM,Bama
NGQBU,Bauchi
NGBNI,Benin City
NGBOT,Bonga
NGBON,Bonny
NGBRN,Borno
NGBRA,Brass
NGBUR,Burutu
NGCBQ,Calabar
NGDMS,Damasak
NGDEN,Denema
NGDKW,Dikwa
NGEAT,Ea Terminal
NGEBO,Ebok Terminal
NGEBM,Ebute Metta
NGEGB,Egbeda
NGEKE,Eket
NGENU,Enugu
NGERT,Erha Terminal
NGESC,Escravos
NGEOS,Eti-Osa
NGFLM,Falomo
NGFOR,Forcados
NGGRK,Garki
NGGBE,Gombe
NGGRP,Greek Port
NGQUS,Gusau
NGGWZ,Gwoza
NGIBA,Ibadan
NGIBF,Ibafo
NGIDO,Idi Oro
NGIFK,Ifako
NGIGN,Igando
NGIGB,Igboho
NGJBD,Ijebu Ode
NGIKE,Ikeja
NGIKO,Ikorodu
NGQIK,Ikoyi
NGILA,Ilesha
NGILR,Ilorin
NGIMA,Ima
NGIPJ,Ipaja
NGISL,Isolo
NGJGN,Jagana
NGJIB,Jibowu
NGJOS,Jos
NGKAD,Kaduna
NGKAL,Kaltungo
NGKAN,Kano
NGKRU,Karu
NGKT7,Katsina
NGKEB,Kebbi
NGKTU,Ketu
NGKIR,Kirikakiri
NGKIK,Kirikiri
NGKOK,Koko
NGKUL,Kula
NGLAG,Lagos
NGLOS,Lagos
NGLOA,Lagos Murtala Muhammed Apt
NGLKK,Lekki
NGOGL,Ljebu Ode
NGMIU,Maiduguri
NGMTA,Maitama
NGMDI,Makurdi
NGMAR,Mararaba
NGQNN,Marina
NGMYD,Maryland
NGIMI,Mbieri
NGMXJ,Minna
NGMUS,Mushin
NGNNW,Nnewi
NGNSU,Nsukka
NGNYA,Nyanya
NGODU,Odudu Terminal
NGGBA,Ogba
NGOGB,Ogbomosho
NGOGH,Oghara
NGOGI,Ogidi
NGGJZ,Ogijo
NGOGU,Ogudu
NGOJO,Ojo
NGJTA,Ojota
NGOKN,Okono
NGOKR,Okrika
NGO7W,Okwe
NGOKW,Okwori
NGOLI,Olodi
NGOGO,Olorunsogo
NGOND,Ondo
NGQNI,Onitsha
NGONI,Onitsha
NGONN,Onne
NGORG,Oregun
NGORI,Orile
NGORO,Oron
NGSHD,Oshodi
NGOSO,Oso
NGOGS,Osogbo
NGOGG,Ota
NGOWE,Owerri
NGOYO,Oyo
NGPEN,Pennington
NGPHC,Port Harcourt
NGQIB,Qua Iboe
NGOBO,Que Oboe Terminal/Eket
NGRAN,Rann
NGRDR,Rio Del Rey
NGSOT,Sango Otta
NGSPL,Sapele
NGSHU,Shomolu
NGSKO,Sokoto
NGQSL,Suru-Lere
NGTIK,Tiko
NGTIN,Tincan/Lagos
NGUKP,Ukpokiti
NGUMU,Umuahia
NGUMO,Umuoja Obosi
NGUSA,Usan FPSO
NGQUO,Uyo
NGVIC,Victoria Island
NGWAR,Warri
NGMDZ,Wuse
NGQYB,Yaba
NGYOL,Yola
NGZFW,Zamfarawa
NGZAR,Zaria
LOCODE,Name
BNBWN,Bandar Seri Begawan
BNBAG,Bangar
BNKUB,Kuala Belait
BNLUM,Lumut
BNMUA,Muara
BNSER,Seria
BNTAS,Tanjong Salirong
BNTUT,Tutong
LOCODE,Name
GLJEG,Aasiaat (Egedesminde)
GLLLU,Alluitsup Paa
GLJRK,Arsuk
GL,Christianshaab = Qasigiannguit (Christianshaab)
GLDAN,Daneborg
GLDUN,Dundas
GL,Fredrikshaab = Paamiut
GL,Godhavn = Qeqertarsuaq
GL,Gronnedal = Kangilinguit
GL,Holsteinsborg = Sisimiut
GLIKE,Ikerasak
GLOBY,Illorqortoormiut (Scoresbysund)
GLILL,Illorsuit
GLJAV,Ilulissat (Jakobshavn)
GLITQ,Isertoq
GLIUT,Ivigtut
GL,Jakobshavn = Ilulissat
GL,Julianehaab = Qaqortoq
GLQKT,Kangaamiut
GLQPW,Kangaatsiaq
GLFHN,Kangerdluarssoruseg (Færingehavn
GLSFJ,Kangerlussuaq (Sondre Stromfjord
GLKAN,Kangerlussuaq Havn
GLJGR,Kangilinguit (Gronnedal)
GLKUL,Kullorsuaq
GLKUS,Kulusuk
GLKUN,Kuummiut
GLMML,Maarmorliik
GLJSU,Maniitsoq (Sukkertoppen)
GLMRG,Mesters Vig
GLNAL,Nalunaq Gold Mine
GLJNN,Nanortalik
GLJNS,Narsaq
GLUAK,Narsarsuaq
GLCNP,Neerlerit Inaat
GLNUG,Nuugaatsiaq
GLGOH,Nuuk (Godthaab)
GLJFR,Paamiut (Fredrikshaab)
GLTHU,Pituffik
GLNAQ,Qaanaaq
GLJQA,Qaarsut
GLJJU,Qaqortoq (Julianehaab)
GLJCH,Qasigiannguit (Christianshaab)
GLJGO,Qeqertarsuaq (Godhavn)
GLQUE,Qullissat
GLSAA,Saattut
GL,Scoresbysund = Illorqortoormiut
GLSEQ,Seqi Olivine Mine
GLJHS,Sisimiut (Holsteinsborg)
GL,Sondre Stromfjord = Kangerlussua
GL,Sukkertoppen = Manitsoq
GLAGM,Tasiilaq
GLTAS,Tasiusaq
GL,Thule = Pituffik
GLTNT,Tiniteqilaaq
GLTOV,Toqqusaq
GLJUV,Upernavik
GLUMD,Uummannaq
LOCODE,Name
FKFBE,Fox Bay
FKMPN,Mount Pleasant
FKPSY,Port Stanley
FKPWI,Port William
LOCODE,Name
GHABK,Abeka
GHABO,Abor
GHACC,Accra
GHACH,Achimota
GHADA,Ada
GHANN,Ahinsan
GHASB,Akosombo
GHAMA,Amasaman
GHASA,Asamankese
GHASH,Ashaiman
GHAUR,Aura
GHAXI,Axim
GHBEN,Benin
GHBKM,Berekum
GHBOG,Bogoso
GHBTG,Bolgatanga
GHNPU,Buipe
GHCCT,Cape Coast
GHEJU,Ejura
GHGUM,Gumani
GHHOV,Ho
GHJUB,Jubilee FPSO
GHJUM,Jumapo
GHKSA,Kasoa
GHKTM,Katamanso
GHKIT,Keta
GHKOF,Koforidua
GHKKL,Kokomlemle
GHKGO,Konongo
GHKTP,Kotoka
GHKPA,Kpandu
GHKPE,Kpetoe
GHKMS,Kumasi
GHKAI,Kumasi
GHKMU,Kumawu
GHKYB,Kyebi
GHLAW,Lawra
GHLEG,Legon
GHMAD,Madina
GHMIM,Mim
GHNAV,Navrongo
GHNSA,Nsawam
GHOBU,Obuasi
GHODA,Oda
GHSKM,Sakumono
GHSPD,Saltpond
GHSEK,Sekondi
GHSHA,Shama
GHSOM,Somanya
GHNYI,Sunyani
GHTKD,Takoradi
GHTML,Tamale
GHTWA,Tarkwa
GHT8G,Techiman
GHTEM,Tema
GHTES,Tesano
GHTSH,Teshie
GHWA2,Wa
GHWWL,Walewale
GHWEA,Winneba
LOCODE,Name
NCBDB,Baie de Prony
NCBUG,Baie Ugué
NCBMY,Bélep I.
NC4NB,Bourail
NCDNB,Doniambo/Nouméa
NCDUS,Ducos
NCDUM,Dumbéa
NCHNG,Hienghene
NCHLU,Houaïlou
NCILP,Ile des Pins
NCIOU,Ile Ouen
NCKNQ,Koné
NCKOU,Kouaoua
NCKOC,Koumac
NCLAF,La Foa
NCMTD,Le Mont-Dore
NCLIF,Lifou
NCMEE,Maré
NCPDC,Muéo/Népoui
NCNAK,Nakéty
NCNEP,Népoui
NCNOU,Nouméa
NCGEA,Nouméa Magenta Apt
NCUVE,Ouvea
NCPAA,Paagoumène
NCPOR,Poro
NCPBT,Pouembout
NCPNY,Prony
NCTUD,Teoudie
NCTHI,Thio
NCTGJ,Tiga
NCTON,Tontouta Apt
NCTOU,Touho
NCVAV,Vavouto
NCWAL,Wala
LOCODE,Name
VUAUY,Aneityum
VUAWD,Aniwa
VUGBA,Big Bay
VUCCV,Craig Cove
VUDLY,Dillon's Bay
VUEAE,Émae
VUEPI,Épi
VUSON,Espiritu Santo
VUFTA,Futuna Island
VUZGU,Gaua
VUHNH,Havannah Harbour
VUIPA,Ipota
VULPM,Lamap
VULNB,Lamen Bay
VULOD,Longana
VULNE,Lonorore
VULUG,Luganville
VUMWF,Maéwo
VUMTV,Mota Lava
